fun	N	idx	status	bfgs_iter	pso_iter	time	error	fval	norm		coord_0	coord_1
rosenbrock	128	9	1	10000	0	128	2.322961e-08	1.077506e-16	6.900000e+01	1.000000e+00	1.000000e+00
